id,category,text
1018,0,7408 230 1813 4139 3283 2808 224 2698 7807 3934 5050 237 3647 1275 237 6794 1703 5773 3332 2734 5551 2134 5300 4675 1095 4121 237 2269 4179 2734 6556 7538 237 2269 5773 2977 3818 5045 5773 7685 3968 6031 3474 5328 4537 2275 5773
1019,0,3898 2698 1444 3647 7771 4252 6220 7526 7685 5868 237 6794 1994 8542 5466 6560 3078 6084 1444 1917 2734 5773 4442 154 1990 5244 263
1021,0,6591 254 2940 2963 4357 1556 4727 5773 6739 4948 5658 203
1022,0,6084 5063 6349 230 4678 1872 4533 3964 2180 4841 230 2641 6963 3596 4927 5672 6419 5107 7761 5620 3242 2002
1023,0,3866 5773 4442 6169 5922 5620 3485 4017
1024,0,7718 2734 6781 1659 4647 4318 5773
1025,0,4138 2734 2230 2573 8207 5773 1908 1519 5045 6300 5773 6712
1026,0,6084 2086 1698 1364 6794 3581 8600 5795 4675 307 4608 8604 6300 5779 6589 3669 4196 562 8380 3078
1027,0,5373 1179 569 237 6013 8155 5658 1179 1493 5672 7241 5537 5713 1179 5462 8542 2634 1543 2451 230 6619 1179 3454 7860 5773 8105 1179 7005 3270 6739 2451 6700 7018 1457 6700 5819
1030,0,7312 5215 526 8057
1031,0,7627 5457 1755 3668 4912 6193 1651 5239
1033,0,1489 4178 230 1313 3718 727 6700
1035,0,2698 3590 3500 237 7721 1948 5071
1036,0,3821 1925 3477 1086 5534 1994 8542 1789 6248 237 3865 6300 1385 7924 7538 6700 3656 4179 1698 2700 753 6700 7669 6496 2230 1802 4976 5907 6700 5107 4976 5534 6700 7669 5598 4017
1037,0,7018 8380 8406 3924 753 2573 1824 4929 2698 3468 5922 2069 4608 1698 3968 6794 4647 755
1038,0,2977 2457 5694 5672 7605 3208 1556 6265 237 1407 224 378 1556 787 237 6265 5672 3000 3208 7526 2698 4069 2199 6300 3442 6700 4580 5694 3799 6700 2698 5868 237 6782 5694 1486 5697 6700
1039,0,5096 8155 4032 5579 5071 3123 4144 8573 230 5071 3225 7669 5243 7669 5837 5071 4883 4995 753 4144 1295 6416 7924 5243 3078 3078 8257 3577 4144 183 7924 5922 5821 6700 4017 8257 1774 6700 6521 5071 4883 2154 753 7986 5821 3078 3078 7669 7762 7400 7669 6546 753 4144 3320 4571 3103 2154 8166 118 2348 2317 4032 8504 3968 5323 4144 183 7924 5922 2440 230 8528 5107 4503 3320 7526 3275 7566 7566 4144 8600 2698 7902 3651 4819 8257 5514
1040,0,228 8380 5773 6084 1780 6300 237 5219 6419 3669 224 4160 2728 2147 1226 6300 5773 4904 2734 6311 1289 7127 254 5821 6863 3078
1041,0,1796 3321 2513 6619 3718 6999 3825 5773
1042,0,4138 3718 3626 1462 7642 5658 3385 4017 4041 3361 8406 4121 1486 5922 1094 7924 626 4017 2722 6300 1543 5922 4695 8084 203 2645 7343 2734 6254 5773
1043,0,590 2242 5773 2698 7027 5395 7924 4408 224 3056 4557 6071 5773
1044,0,2297 7526 1273 3468 4608 7171 6953 1942 230 8431 6341 6794 6619 5922 1834 1886 3468 5152 7526 7283 230 3825 1698 6794 7565 3692 5409 3321 1942 5773
1045,0,6084 6170 142 2734 3468 6640 230 8406 6843 3078 2679 2734 2869 237 8542 3442 5479 3078 7718 2734 2269 6461 5239 2776 3078 714 2734 5672 5922 285 3442 3078 6084 7027 7924 2734 230 6424
1046,0,2297 5551 7920 230 198 4589 6898
1047,0,7435 4567 8138 3968 7526 1489 230 2698 2835 6794 6619 8278 7526 2297 230 3968 6794 1994 77 3894 7767 7526
1048,0,590 8380 6700
1049,0,6026 1698 7982 1224 6619 4559 8084 3078
1050,0,431 12 4017 6084 4799 5922 6024 224 1444 834 2734 1543 4037 224 1759 5773
1051,0,244 2698 2295 1556 5348 5773
1052,0,4878 1698 3092 6619 5071 6343 7526 3746 1309 5658 4986 5121 3279 7526
1053,0,3746 468 2734 1656 3078 6084 3468 4503 8370 7805 5085
1054,0,7685 5795 1228 8325 8298 93 5773 7836 6300 2963 8040 224 4508 1330 7860 237 5194 5773 6688 7924 4756 5773 5837 3455 7766 6589 661 1330 237 5285 5773
1055,0,3746 230 6084 7542 6517 154 3119 2154 5094 2655 1631 5772 224 3678 2655 1631 753 1994 7694
1056,0,7558 7526 2625 3718 1459 7526 7283 7526 7435 3321 6938 160 2620 6918 7526 1207 6794 138 5823 1886 8155 5071 7526
1057,0,7685 5795 1228 8325 8298 93 5773 7836 6300 2963 8040 224 4508 1330 7860 237 5194 5773 6688 7924 4756 5773 5837 3455 7766 6589 661 1330 237 5285 5773
1058,0,12 5773 3821 1444 5795 307 716 1659 7793 4017
1059,0,1255 7792 526 237 150 8542 2845 5773
1060,0,1080 6700 2242 6700 528 1628 4369 3078
1062,0,4878 1698 2701 6527 4211 6537 6517
1063,0,8364 3468 2726 7279 230 4096 753 4493 7806
1064,0,1273 2963 5746 761 3934
1065,0,1908 2670 237 6517 445 6985 5773
1066,0,4164 3581 7957 1833 8542 8321 5166 4159 4277 7027 6300 7924 5071 4675 7812 3581 7957 7812 8551 203 1192 7526 1262 1280 3160 8551
1067,0,5579 3718 7419 6387 7798 1948 5071 230 3590 1041 4211 5193 6700 7096 4493 7798 753 4144 5395 8411 8600 1192 4121 7924 7304 3594 4876 230 5094 8600 1800 4017 6700 144 6988 7526 3285 4944 572 3601 5773
1069,0,6448 1313 3718 1617 5881 8631 224 142 5881 753 1713 3078
1070,0,5536 753 480 224 6145 5045 6517 7973 753 7556 331 6193 8542 1024 8298 1698 2670
1071,0,3746 6700 6551 3284 3422 237 474 4895 5773
1072,0,3746 6170 7526 46 2698 220 3549 4701 5922 1337 7331 7526 3656 2698 8431 2698 6216 5922 245 77 7526
1073,0,3507 5773 5728 5922 6403 224 5234 4211 237 5045 5773
1074,0,300 1994 5427 5655 2067 5773 7685 34
1075,0,7685 7284 6761 2734 4017 3285 5922 8207 755 224 2199 2734 7874 1782 5773
1076,0,6084 7295 990 237 203 6265 224 210 1994 8203 5773
1077,0,8602 2945 3581 6818 7526
1078,0,6084 1929 6277 907 1192 6517 5430 5045 6214 1813 7771 5430 8631 4017 7685 7341 1540 2968 237 4986 341 2655 230 2540 5773
1079,0,3125 4608 6220 7982 6384 270 5773 188 1698 1419 6794 6619 4559 6343 5773 6472 2698 5432 7526
1080,0,550 1827 230 2933 5100 224 1248 3078
1081,0,7167 4702 5174 6527 2734 150 3078 6084 7027 2417 5894 4715 237 6767 1124 6589 5245
1082,0,30 3073 7526 4951 7614 7526 5150 6945 7526 5164 2800 7526 1796 6758 5534 237 5750 5071 4032 7669 2064 1280 4809 1947 7442 1652 7669 5819
1083,0,1489 5819 3080 1994 7466 6700
1084,0,7018 8380 5773 230 2698 5551 8491 468 5071 4883 6465 4580 3078
1086,0,205 2636 8064
1087,0,6084 4799 6300 5922 6964 3503
1088,0,3739 6254 5071 5116 8138 7792 5922 3372 1615 2923 5141 6419 8038 6686 3283 7343 5071 1089 5006 1994 8406 3117 6084 2807 3626 6300 3950 5746 4927 237 5083 6300 895 5773
1089,0,6292 1425 4819 3501 5922 4796 3920 8518 1240 7027 224 6084 8634 8538 1425 4819 8028 5773 4456 2715 7924 4357 224 8075 6517 4017
1091,0,3225 343 5658 5773
1092,0,2928 5045 5174 8252 6863 5773
1093,0,1489 4017 5174 2230 2186 519 2624 2900 8278 3078 6084 2295 6300 4731 6700
1094,0,228 5620 230 3882 6084 1309 6898
1095,0,5484 5107 3439
1096,0,3332 2186 8075 1978 5575 6214 8406 8488 3080 7473 1395 6700
1098,0,7152 5439 5085 6700 188 2734 3080 237 1041 3078 2297 6700 6084 3468 5223 4676 6700 4477 6640 3554 8600 3196 6481 6343 6700
1100,0,7882 1543 8542 1484 753 472 230 5071 5826 711 6589 6953 8528 3671 1543 4675 5373 2154 753 1416 237 5071 753 2091 7343 5071 6953 4801 5071 6953 7343 5071 711 4801 5071 7982 6953 5773
1102,0,5199 1463 6161 2578 6700 3584 8612 1145 8302 992 1000 5961 7333 4858 6964 1179 6134 2140 230 4608 8302 753 6174 2540 8018 2578 6700 992 8511 1463 8435 8435 265
1103,0,1904 5773 7354 77 1984 6300 2963 1156 4017 3592 5773 6226 843
1105,0,6451 5620 3771 2698 3825 203 5300 2186 7526 2402 2975 2698 651 2186 237 6794 7624 7526 8458 7937 1041 33 2186 4580 6439 378 7526
1106,0,3125 5813 5071 8431 4297 7231 5255 5773 3656 7744 2698 8431 1813 6976 506 5658 540 5773 5841 8406 2121 2963 7473 2698 5219 8631 203 8600 1563 5045 4069 5773
1108,0,5573 1481 4108 1226 3315 3680 4976 2082 3505 5773 5573 5972 8448 1481 2392 753 5414 3505 5773 5573 2507 2501 753 1125 7860 5773
1109,0,6084 1679 4931 2734 1543 3581 6461 2263 5773
1111,0,7751 421 6300 3533 2006 3379 7685 3538 6739 91 5679 6739 942 3300 6739 3373 4368 6739 7141 7499 6739 8543 224 7248 7669 6739 8193 4130 7669 7526 5620 5636 7891
1112,0,5728 4675 1247 8350 4177 1994 76
1113,0,590 5773 7152 1588 5795 7181 6461 3269 8171 3581 1703 6560 5773
1114,0,2925 7519 2734 6532 8566 4196 237 6532 8266 1543 529 6300 4211 230 753 6517 1189 3078
1115,0,1520 6527 230 2734 3139 3647 2963 1194 8075 3485 3078 6084 7615 3647 1275 237 2269 3581 7924 5141 5922 3766 6384
1116,0,4130 753 5107 5922 5848 237 7549 230 7531 753 5107 5922 5878 237 3225 230 7531 4749 6809 4521 4819 2295 5672 7240 224 2129 5672 7126 230 7531 753 2612 230 8081 230 4369 224 3321
1117,0,414 5773 3352 7526 7622 2734 3647 8131 1189 5085 3078 4442 5107 3139 102 6461 5694 230 8623 6349 4017
1118,0,4442 8326 2333 4263 8406 8488 1846 2758 5773 6448 5071 1740 5658 5083 5045 6619 4559 2963 1062 5922 5107 3078
1119,0,1090 2734 1953 5045 2113 6254 254
1120,0,6084 7027 907 7012 6439 2861 6517 3283 5300 3581 5773 7743 1853 6967 1994 5922 911 1556 6461 6699 5773
1121,0,3533 3253 6980 8380 3283 6976 2994 6343 5773 7838 3596 4369 3283 6036 8380 6619 5045 6214 1813 5107 519 528 609 3283 1929 7356 5672 8406 2628 735 8322 5773
1122,0,3285 2734 7028 1226 3543 2744 3078
1123,0,4442 5922 3777 230 2342 753 2749
1124,0,6451 7526
1125,0,7903 7924 5064 5181 6428 753 5107 2655 4600 6537 7862 8542 6452 7805 6700 7018 2655 4600 5551 4976 4701 8542 183 5773 1082 5459 2616
1126,0,425 230 1207 5326 3825
1127,0,4858 6084 7622 6373 6517 6084 5063 7771 5094 224 7343 2734 3384 6084 3968 2963 7943 2269 254 3527 237 4461 6257 3283 5921 230 6461 2582 7343 2734 5868 4211 1179
1128,0,7400 1530 4017 3730 5894 6517 1436 8203 3078 4904 2734 7957 5085 3078 4904 2734 4938 3078 5837 2734 7027 7924 5045 3078 6084 4294 230 8406 579 224 5234 2734 5922 2487 7555 1556 1251 8542 5343
1129,0,6084 651 6461 4457 237 2508 7945 6700
1130,0,3542 3751 4580 1309 237 534 2655 5045 310 5773
1131,0,6451 2698 1419 622 6700
1132,0,7379 2768 2698 2728 4608 653 88 237 2734 254 5636 5174 8075 2698 7771 6556 237 3225 6980 5620 5636 230 2698 6843 2734 4017 3285 5922 5558 5636 5773 3659 2734 6300 8542 7731 3825 5773
1134,0,7167 8542 4759 4160 7615 7982 5999 3283 907 3098 5773 1047 3291 1444 203 3581 5773
1135,0,3730 2230 2734 1543 6834 7526 8298 6300 237 2734 7526 2582 1720 5922 1872 7526 142 2230 2734 5480 4017
1136,0,7531 4108 3291 237 6527 1543 8542 6826 5773 5287 1132 1498 5773 7018 5922 2470 3283 8554 7686 5773 1908 7814 7924 4331 4250
1137,0,3898 1293 6700 1473 7924 5071 3080 5255 237 3321 126 5291 6053 3078
1138,0,4442 7028 5672 4537 2275 5085 5773 2925 5234 8542 7805 237 5045 224 3812 2269 4211 2734 4349 5795 237 5234 4211 6300 8542 8130 5537 5480 3283 3812 2269 4211 5773 6521 1444 6031 5773
1139,0,4442 1938 4211 5672 5085 5773 7531 7622 3647 526 1994 7950
1140,0,4229 8600 8437 1089 8542 6428 4022 88 6300 3477 5118 5773 3895 755 5813 7538 237 2700 942 230 224 295 286 942 5813 7538 237 2700 755 3547 124
1142,0,2163 8283 1994 1567 5820 5773
1144,0,6292 4580 3601 5819 4426 2734 739 3078
1145,0,5334 3647 7957 5672 7860 8380 5773
1146,0,590 8406 6747 5773 4442 7734 7473
1147,0,3126 7410 2822 3474 7470 2194 254 6300 1853 210 5819
1149,0,5579 3718 7419 6387 7798 1948 5071 230 3590 1041 4211 5193 6700 7096 4493 7798 753 4144 5395 8411 8600 1192 4121 7924 7304 3594 4876 230 5094 8600 1800 4017 6700 144 6988 7526 3285 4944 572 3601 5773
1150,0,7823 6254 3669 6517 4277 2967 5045 5169 2329
1151,0,7880 5071 6843 4277 5915 4768 3751 237 6843 5071 8298 3385 8298 5071 6527 5773 3656 1765 3751 4608 3385 6517 1240 3759 5868 237 3647 4462 4976 5285 7907 2734 7526 1082 1822 5773
1152,0,1304 230 753 254 6461 5239 7982 3078 7018 6227 1556 1612 224 8264 2230 2734 6193 237 5085 3078 5819
1153,0,6883 4139 5773 2925 237 1656 6517 2734 5063 8028 8613 5045 6193 843 2963 3281 6815 1556 5136 5773 8344 6517 3647 8380 3078
1154,0,3898 3160 230 6084 6980 5980 5174 2734 918 5922 5022 7343 2734 7615 203 237 5045 3078 6084 5868 237 5234 5922 3961 237 4277 3283 4211 1410 6794 4298 4537 1994 3751 3882 5143 666 3065 230 4752 5174 2734 5425 6193 6517 886 1994 5045 237 6794 237 224 7470 8542 2672 2231 3078 2048 2734 5869 5045 142 237 6527 6517 3078 188 6527 2734 6349 4675 1095 4121 237 7470 6281 2498 3078 1537 1240 3968 7470 1631 1310 1556 8542 2319 5773 4456 4500 5169 3647 8207 230 8406 7710 7526 5035 2487 7555 5035
1155,0,4982 8542 7395 5551 2923 8135 4017
1156,0,1080 5819 8075 8542 2513 5819 6126 7526
1157,0,6084 6170 7343 4008 2269 254 8444 3078
1158,0,6084 1309 237 203 7473 224 3501 2734 4675 5620 1667 7526
1160,0,244 2698 5219 77 1872 7343 2734 3759 2691 5045 5773
1161,0,7743 1948 4336 5877 2698 5773 3321 5773 7374
1163,0,4904 2734 7798 1543 5045 5773 5270 6194 7891
1164,0,6084 8431 5071 220 6392 5658 1127 6300 3321 6713 4069 6343 7526 46 2698 651 3211 8600 4714 753 3080 5658 5869 6563 5773
1165,0,7513 8380 3559 7526
1166,0,7436 5819 5947 2525 142 2230 2734 3078
1167,0,1908 8253 5300 3581 1556 8087 498 5773
1168,0,1916 7526 6084 6843 2734 4622 3385 230 2734 6349 3078 6084 3968 4624 3496 4211 4017 6084 6170 142 6461 572 5894 224 7343 2734 2230 5335 230 8406 6843 7526 6084 7027 7924 2734 224 3798 2734
1169,0,3746 3185 549 4607 6700
1170,0,3898 4179 6194 87 5773 4904 2734 2459 5773
1171,0,1512 6084 5795 2646 6193 5922 8371 6589 3669 7624
1172,0,6084 7027 6265 5335 7668 3078
1173,0,590 5493 4017 6084 2889 1579 7566 5234 6517 237 2734 4017 2707 4017
1174,0,4220 486 5551 7340 3581 6517 1698 5795 237 4912 8406 7667 6193 1556 8542 2409 6517 5792 4608 5063 7027 4297 3647 3080 3581 2963 8075 5773 3821 7622 6781 237 6794 3581 77 7924 52
1175,0,790 4301 7526 6084 5085 2995 761 7526
1176,0,7452 5672 6517 572 6700
1178,0,1084 4211 4986 3078 7009 5773 5573 5107 8406 1295 8171 5551 8406 8640 8171 4026 5817 5071 1402 7549 4017 4017
1179,0,1796 2620 5620 5773 7087 5773 7031 4211 6070 237 2194
1180,0,2973 2963 8542 2712
1181,0,2829 5107 6983 6517 4442 5107 3366 237 4768 6725 6763 3882 6084 5063 5868 237 6763 6537 4493 651 6084 6763 3934 3385 3078
1182,0,1080 203 237 5789 5174 696 1540
1183,0,5837 5071 6021 4784 753 401 6258 2188 3105 2956 6532 4268 4032 8137 1544 4694 8155 6700 1379 8106 7924 4694 8155 753 7293 6700 3584 1746 2956 3968 7723 4211 3200 8590 709 6700 7546 1280 4809 1947 7442 7749 6700 8315 6208 6700
1184,0,810 2895 5993 3601 5819
1186,0,1060 4495 4680 5773 5768 753 4580 997 6300 8422 1261 5773
1187,0,676 349 230 8406 6843 4017 4456 8203 7475 3078 4904 2734 5887 5045 3078 5270 6527 2734 6527 3078 4904 2734 4493 3476 224 5720 230 1002 3078 188 4938 224 4020 1543 8406 6843 3078
1188,0,8330 3337 5071 7484 7526 7059 2734 7526
1189,0,7048 3279 2550 7526 3746 1309 8182 4608 6384 6214 7343 8182 5085 2698 2701 2564 8406 7331 7526
1190,0,4477 230 2698 3759 6349 378 3286
1191,0,5646 5086 1994 3729 5773 6032 3468 4245 224 2307 3468 682
1192,0,6032 5740 4117 224 237 2269 6461 3266 4715 237 6545 4921 4858 1702 2963 5922 5477 1179
1193,0,7167 3321 8155 1929 5085 5773 7152 2728 343 1994 915 5773
1194,0,7152 3934 7526
1195,0,6451 142 2734 7891 5773 7718 2734 5326 3752
1196,0,7136 1698 6527 6812 5773 7880 5071 6464 3078
1197,0,6451 2698 7340 1846 1914 6295 77 4946 7619 5364 5231 7291 907 5672 1160 5773
1198,0,676 853 753 2655 7830 5773 3182 2440 4108 237 22 5922 7830 6517 8542 3583 1444 4288 224 997 5773 4518 2734 5868 237 6349 6439 7532
1199,0,3125 1089 5071 1799 3078
1200,0,6783 1556 5773 6084 4799 2963 5747 4351 5672 3896 5773 7685 3968 5239 5045 5141 5773 8298 6084 5795 5922 5239 4976 8406 7411
1201,0,6838 5615 1543 5922 6281 6416 1083 4032 7669 3824 2968 6619 3718 7669 1597 1761 7669 3283 230 5063 3798 3718 2513 5118 1994 2968 7526 1082 5678 7526
1202,0,2925 3468 4675 7698 2582 230 528 3660 2734 224 8542 3215 5868 237 6794 5672 5922 6348 7176 688 3078
1203,0,3509 5099 7526 997 5801 4925 6300 5922 7496 1338 1041 5658 3204 5773
1204,0,5646 5551 6216 5922 7020 7331 1543 907 5987 1780 6193 5773 5924
1205,0,3452 526 237 3692 5672 6461 8258 6301 3415 5819
1206,0,6733 5773 2188 8287 2591 3136
1207,0,3182 7860 7902 6517 2698 6216 5922 6551 1086 3411 230 8542 3777 1162 3346 6069 154 1994 7860 224 1543 686 1994 7860 5773 228 4662 2698 2346 8631 5773
1208,0,6084 4799 6220 5773 6084 1444 3647 7957 2963
1209,0,5687 230 1615 4252 315 6257 5773
1210,0,2178 753 6298 1652 6700 7152 5508 5045 8298 3078 3447 6425 2195 7168 5373 1597 5373 1878 5373 2309 1056 4047 3479 2969 3234 4663 3746 769 549 271
1211,0,6084 3759 5795 6517 3385 3731 6300 2266 5773
1212,0,3746 7532 2698 3468 2639 6517 2734 3080 237 8182 3873 6300 6265 7532
1213,0,4406 8228 8447 3608
1216,0,3533 8488 753 3194 3321 4748 6300 3321 349 4608 1813 5107 8326 4263 1651 5773 6448 4250 5071 1740 5658 5982 4369 6589 6053 6343 5773
1217,0,7823 4097 7526 2297 7526 3332 7526 5222 230 5071 138 5823 4608 7171 1395 7526
1218,0,3746 5773 2354 3647 8507 6084 44 5773 8369 4799 6084 4298 1714 7343 4442 1285 3078
1219,0,7452 8075 4547 6574 2698 7642 62 1086 7924 2254 94 6300 5546 237 102 5922 1849 230 4608 3647 717 1726 771 5045 3080 224 8298 5071 2728 3170 6517 2698 2269 8542 8028 237 2269 4298 8542 4678 5773
1220,0,3730 237 8027 5922 5821 6726 3078 3577 5107 2963 8075 6070 237 4768 4538 4938 5773 7152 154 1309 237 3647 7526 5373 5773 1947 2715 5658 5773 4532 5713 5773 2195 6619 5773 5580 8257 7860 5773 676 7975 7860 5773 745 7860 5773 676 871 7860 5773 490 1061 7860 5773 3722 7860 5773 6837 7860 5773 8284 8257 7860 5773 4711 7860 5773 830 7860 5773 5251 7860 5773 4045 7860 5773 6661 8257 7860 5773 4024 7860 5773 5510 2752 7860 5773 1331 7860 5773 2814 2103 7860 5773 5870 7860 5773 4548 2103 7897 7429 8312 6700
1221,0,1090 753 6517 230 226 3078 6084 738 8542 7867 2230 8075 6294 2734 4017
1222,0,6084 885 6782 5545 5910 1994 3281 6815 230 7343 4533 8380 1543 2734 3078
1223,0,7482 8025 614 2289 6980 5292 6300 6461 2442 6589 3669
1224,0,6245 230 2963 8505 2845 5085 230 2199 2734 4922 4057
1225,0,3577 12 230 4871 5045 6349 518 4211 7357 6257 6311 7860 230 1207 3647 3581 224 2655 8075 572
1226,0,425 230 1207 5326 3825
1227,0,6084 6980 5980 7343 4211 5169 3647 3098 1994 2734 237 5326 8574 165 224 4871 8631 6349 6517 88 2230 5107 8542 4678 6300 2176 8298 1240 1089 5141 5773 8352 7860 125 753 1116 7519 224 6517 2734 6349 907 5922 7842 3283 2698 739 237 102 4715 442 6224 2641 8002 5773 6315 6224 4608 1994 5045 237 8191 2968 1556 2734 753 5107 2900 5773 5758 6254 6517 5773
1228,0,5768 2230 4580 1095 785 6537 365 785 224 2734 3968 121 5168 2734 6254
1229,0,5915 210 6843 230 4871 6843 5300 7152 5773 431 4662 907 3848 258 6300 6843 230 5835 7152 3759 5453 2735 230 7152 5551 7231 224 7152 6349 7957 753 2234 237 152 7152 7526 6956
1230,0,3436 6619 5773 5686 6794 237 7517 3857
1231,0,6084 6843 2734 5773 7685 5425 8406 4606 5672 1449 5773 7531 753 5107 5551 5922 8224 5773 3656 4211 753 5922 2181 5773 1947 6281 6237 2181 5773 2557
1232,0,1718 4277 753 5700 1802 6619 5071 5773 6521 6747 4108 7542 5922 1394 755 237 4768 5071 5083 7986 2440 4014 4614 1886 230 4928 2625 3718 6841 6700 4017 4017 4017 4565
1233,0,228 8406 5371 6455 5773 5819
1234,0,1520 4211 4500 7343 1698 6467 3080 4715 378 2612
1236,0,546 4100 5922 572 6300 3718 5118 5773 676 1086 3501 5071 587 5773 4079 1086 3501 5071 4212 5773 2327 2230 7816 6300 5118 4017 1796 2230 604 6822 4017 5620 5636 5773 4032
1237,0,1908 5194 8542 755 237 2196 8542 6477 5773
1240,0,3984 1444 1041 5620 5094 7924 2734 5819
1241,0,7136 7138 230 6084 7982 2701 1656 3581 1543 3213
1242,0,5381 528 1095 1628 3078
1243,0,1931 753 519 4503 3160 755 8298 2281 4608 4871 5045 6349 5174 2734 224 6601 2230 1540 6584 5868 237 6763 224 1207 5869 8631 237 4225 3266
1244,0,6451 1499 5773 7879 727 7532
1245,0,3285 2734 6243 2655 6517 8203 3078 4442 3080 237 6517 140 274 378 8084 7343 5071 5868 5304 5773 7018 6517 5517 224 5922 8558 6589 5687 4211 753 3078 4017
1246,0,6747 2646 6193 5922 6945 224 7175 230 525 5103 3725 5071 230 224 8542 2641 1332 4481 230 8403 3115 7777 333
1247,0,7880 2734 1068 237 726 5773
1248,0,6451 4580 5703 7526 1207 203 6537 6671 3771 7526
1249,0,6183 6791 5071 7986 4297 8138 2923 6619 1566 5672 7904 8524 4608 7131 6392 6439 755 5658 5083 6193 563 7526
1250,0,4904 6461 4499 3078 4904 2734 7473 2540 3078 1520 2734 4752 237 7555 6461 3169 6300 8542 5636 3078 5837 2734 6843 5045 3078 5837 2734 7027 7924 5045 3078 4904 2734 5887 5045 2540 3078
1251,0,7685 8075 526 1994 5035 6281 572 2612 3078
1252,0,1207 7138 3647 6311 5452 5922 7514
1253,0,6435
1255,0,1595 3527 5773 5071 6927 3581 7832 3078
1256,0,4477 4350 4961 2589 2734 5773 2531 2933 8406 6371 1619 4017
1257,0,4987 2698 918 8406 8568 3601 1556 3581
1258,0,1080 230 5813 1001 230 4366 643 753 4493 6070 4608 2734 6927 2230 3139 6763 2528 6084 6794 4912 6193 8542 6938 880 224 2269 7698
1259,0,7718 5071 7470 8542 464 5614 3078
1260,0,3182 5658 7001 3777 753 4493 2321 825 3283 77 2715 753 97 6300 8613 6193 1381 7860 5671 8084 7343 3439
1261,0,4339 6517 5071 3968 779 5672 5964 8214 1543
1262,0,106 6685 230 6084 3798 2734 2984 3385 4017 4017 6084 5750 2734 5746 5141 237 853 1543 5045 7526 3533 4441 753 4608 4373 7526 6084 6794 5085 230 237 853 7526 2354 7818 7924 2734 230 8406 6843 7526
1263,0,8581 753 6547 963 6700 2087 753 5450 963 6700 2819 753 3934 963 6700 1117 753 3602 963 6700 3656 230 4493 4521 6351 4521 753 6547 6070 6700 1082 3747 5773 4032 4801
1265,0,5091 230 5335 6517 8190 88 230 4749 1425 4819 4211 3078
1267,0,7436 7168 4035 5045 907 509 5773 6084 5063 6349 4426 6461 727 5773 7685 5063 5868 237 5235 6589 7343 2734 5795 528 1095 727 2963 7943 5869 5045 5773 5000 1994 6461 6031 5773
1268,0,7168 142 2734 5773 4904 2734 8380 3078
1270,0,1774 226 4017 6084 5868 237 4768 2734 4938 7526
1271,0,7823 6254 2734 5795 653 8452 4017 5169 2734 6254 237 6794 5672 5922 4559 4720 1635 1944 3078
1272,0,6084 4799 3080 237 1871 7068 3601 5773 3436 3449 5773 425 3601 5773
